1.227416e-08,9.976848e-09,1.114731e-08,1.100720e-08,1.194376e-08,9.736138e-09,1.049957e-08,9.425913e-09,9.133938e-09,8.210839e-09,9.128127e-09,1.087965e-08,1.089559e-08,1.018393e-08,1.027499e-08,1.011620e-08,1.016913e-08,9.098455e-09,9.649033e-09,1.017007e-08,1.054517e-08,8.672201e-09,1.075637e-08,1.140193e-08,8.667797e-09,9.671047e-09,1.124090e-08,9.632903e-09,9.903898e-09,1.059499e-08,8.819067e-09,1.115582e-08,1.042418e-08,9.337067e-09,9.195847e-09,8.923218e-09,1.135924e-08,9.670704e-09,1.076018e-08,9.258173e-09,1.088133e-08,9.921684e-09,8.887613e-09,9.558975e-09,8.989183e-09,8.886405e-09,1.102603e-08,9.887184e-09,9.390421e-09,1.080166e-08,9.746367e-09,9.377643e-09,9.687732e-09,8.298583e-09,1.114891e-08,1.020128e-08,1.133311e-08,9.095687e-09,1.084366e-08,1.056394e-08,1.084824e-08,1.023647e-08,9.555243e-09,7.869370e-09,
7.142414e-09,8.716731e-09,1.118005e-08,1.015927e-08,9.318343e-09,1.028195e-08,9.408147e-09,9.702625e-09,1.051073e-08,1.193712e-08,8.629357e-09,9.406233e-09,1.070110e-08,9.543989e-09,8.865081e-09,1.063861e-08,8.922912e-09,9.818036e-09,9.467621e-09,1.196812e-08,9.461157e-09,9.693605e-09,8.198699e-09,9.661090e-09,9.837129e-09,9.465044e-09,8.409120e-09,1.024759e-08,1.243271e-08,1.048023e-08,1.037976e-08,8.160120e-09,9.545847e-09,1.041273e-08,9.222180e-09,9.660373e-09,8.285856e-09,1.081520e-08,8.906921e-09,1.219591e-08,1.045735e-08,9.689740e-09,9.042063e-09,9.820346e-09,7.810512e-09,9.595724e-09,1.163913e-08,1.030555e-08,9.996708e-09,8.728004e-09,1.083753e-08,1.047291e-08,1.078418e-08,1.026936e-08,8.558346e-09,9.622726e-09,1.082788e-08,1.051261e-08,1.097306e-08,1.075706e-08,1.015147e-08,9.650772e-09,1.063066e-08,1.011516e-08,
1.099988e-08,9.697863e-09,9.164922e-09,1.040221e-08,1.007518e-08,1.018138e-08,9.309969e-09,1.035075e-08,9.749564e-09,1.064898e-08,8.792192e-09,9.349169e-09,9.970253e-09,9.176001e-09,8.386043e-09,9.909279e-09,9.843753e-09,9.743637e-09,8.301472e-09,1.079511e-08,1.054645e-08,9.124692e-09,8.989624e-09,8.999712e-09,1.038052e-08,1.019357e-08,1.009643e-08,1.044067e-08,9.089314e-09,9.587009e-09,9.697042e-09,1.146794e-08,1.015891e-08,8.461628e-09,8.176277e-09,1.027774e-08,9.412212e-09,1.139580e-08,9.457328e-09,9.936808e-09,1.047537e-08,1.091936e-08,1.099735e-08,1.001727e-08,9.182834e-09,9.648655e-09,1.028278e-08,7.814398e-09,9.964955e-09,9.136245e-09,1.082525e-08,9.323406e-09,1.121268e-08,9.719902e-09,1.127293e-08,1.057290e-08,9.849882e-09,1.011863e-08,1.016070e-08,9.088066e-09,7.385828e-09,8.600186e-09,1.105815e-08,8.294940e-09,
9.121242e-09,1.009136e-08,1.025004e-08,1.074058e-08,1.157418e-08,9.443552e-09,8.930352e-09,9.534870e-09,8.897136e-09,9.784147e-09,1.200641e-08,8.622534e-09,1.106092e-08,1.019871e-08,8.868753e-09,9.488432e-09,8.794240e-09,1.008468e-08,1.039657e-08,9.674157e-09,9.353906e-09,9.452701e-09,1.067096e-08,9.478667e-09,1.139408e-08,9.376994e-09,8.378808e-09,9.553787e-09,1.040275e-08,1.029797e-08,9.240341e-09,1.059549e-08,9.088202e-09,9.465995e-09,9.143047e-09,1.107022e-08,1.001328e-08,9.591934e-09,7.434820e-09,1.019511e-08,8.626518e-09,1.001898e-08,8.933863e-09,1.094114e-08,9.137558e-09,8.704653e-09,9.725473e-09,1.044759e-08,1.183371e-08,8.615249e-09,8.855177e-09,9.514142e-09,1.070877e-08,8.683612e-09,9.877394e-09,9.130893e-09,1.151761e-08,1.027343e-08,9.848629e-09,6.955453e-09,8.217164e-09,9.210981e-09,9.635254e-09,1.128431e-08,
9.194058e-09,1.049869e-08,1.114206e-08,1.016436e-08,1.228666e-08,1.022697e-08,1.046504e-08,9.377316e-09,9.623500e-09,9.479381e-09,9.658348e-09,9.526523e-09,1.126078e-08,9.321323e-09,9.054661e-09,1.081403e-08,1.269187e-08,1.202917e-08,9.345897e-09,1.043404e-08,9.009692e-09,9.555559e-09,9.279836e-09,9.429648e-09,7.835750e-09,1.014902e-08,1.083816e-08,8.046161e-09,1.079402e-08,1.100780e-08,1.000973e-08,9.484633e-09,1.074499e-08,1.024865e-08,1.204978e-08,8.753594e-09,8.472074e-09,1.093389e-08,8.580184e-09,1.028261e-08,8.809421e-09,9.700319e-09,9.931485e-09,1.029983e-08,1.135622e-08,8.822996e-09,9.915326e-09,9.458704e-09,9.868555e-09,1.033815e-08,1.068784e-08,9.444231e-09,1.048981e-08,7.618398e-09,8.027113e-09,9.202901e-09,1.014872e-08,1.230667e-08,1.089652e-08,9.673560e-09,8.733438e-09,1.027454e-08,7.354250e-09,9.170148e-09,
1.091933e-08,8.784985e-09,9.523995e-09,9.671280e-09,9.823656e-09,9.273897e-09,1.003159e-08,1.138701e-08,9.164848e-09,1.063677e-08,8.674131e-09,8.851774e-09,9.212437e-09,1.031445e-08,9.524294e-09,9.595101e-09,9.449828e-09,1.068382e-08,1.146169e-08,1.188352e-08,9.958941e-09,1.079942e-08,1.041638e-08,1.188839e-08,1.023511e-08,9.750610e-09,9.427368e-09,1.207609e-08,1.111374e-08,1.106179e-08,1.027227e-08,1.056199e-08,9.760816e-09,1.020330e-08,1.124172e-08,9.498894e-09,9.845801e-09,9.199724e-09,1.089813e-08,8.918320e-09,1.111030e-08,1.222823e-08,9.855400e-09,1.290557e-08,1.210055e-08,1.022896e-08,7.606842e-09,9.804779e-09,1.023514e-08,9.866228e-09,9.803811e-09,8.232738e-09,1.102241e-08,1.031120e-08,1.013454e-08,1.107927e-08,8.424377e-09,1.108952e-08,7.924508e-09,9.002687e-09,9.010574e-09,1.116240e-08,9.715083e-09,9.995596e-09,
8.680194e-09,8.749736e-09,8.246244e-09,9.782901e-09,1.041926e-08,1.027797e-08,1.050500e-08,1.043417e-08,1.015775e-08,9.616302e-09,9.264643e-09,9.524460e-09,1.073472e-08,7.893251e-09,9.965742e-09,9.369428e-09,9.436447e-09,9.711754e-09,1.146917e-08,1.271765e-08,1.000809e-08,1.009640e-08,1.294102e-08,1.091417e-08,1.003393e-08,1.011261e-08,9.268301e-09,9.133027e-09,9.534993e-09,8.960810e-09,9.029996e-09,1.064701e-08,9.891455e-09,1.091250e-08,9.927266e-09,9.746069e-09,7.644618e-09,8.435854e-09,9.117683e-09,1.133965e-08,7.899025e-09,8.589201e-09,7.592547e-09,7.749651e-09,8.879492e-09,1.041126e-08,1.013882e-08,1.040898e-08,1.033682e-08,7.726867e-09,8.069909e-09,8.703642e-09,1.085532e-08,1.133222e-08,9.279802e-09,1.189613e-08,1.023073e-08,1.052577e-08,9.705012e-09,8.371149e-09,9.587149e-09,9.370810e-09,8.717500e-09,9.195602e-09,
9.036750e-09,8.385374e-09,9.221443e-09,9.348720e-09,1.037636e-08,9.647141e-09,8.423093e-09,8.759790e-09,8.771731e-09,1.013366e-08,1.052234e-08,1.119287e-08,9.412613e-09,1.074399e-08,1.179395e-08,1.100716e-08,8.456283e-09,9.681542e-09,1.148368e-08,1.025396e-08,1.068317e-08,1.089197e-08,1.029820e-08,1.157669e-08,9.422524e-09,1.066206e-08,9.030078e-09,1.023357e-08,1.023032e-08,1.018559e-08,1.050161e-08,9.073341e-09,1.052222e-08,9.323355e-09,8.897271e-09,1.034106e-08,1.039740e-08,1.028547e-08,9.990254e-09,9.503872e-09,8.529100e-09,1.044691e-08,1.103322e-08,1.044695e-08,9.668549e-09,1.147349e-08,1.162883e-08,9.533587e-09,9.500822e-09,9.997638e-09,1.106439e-08,1.107536e-08,1.037169e-08,1.111749e-08,1.180902e-08,8.547366e-09,1.230821e-08,1.038468e-08,1.077217e-08,1.067893e-08,1.058252e-08,1.020549e-08,1.122240e-08,9.446264e-09,
9.500179e-09,1.075019e-08,9.716679e-09,1.271817e-08,1.019567e-08,9.183333e-09,9.531018e-09,1.095234e-08,9.220524e-09,1.214128e-08,9.908668e-09,1.077060e-08,9.834096e-09,9.544129e-09,7.843825e-09,9.706637e-09,1.064263e-08,8.274462e-09,1.056367e-08,8.600724e-09,1.043210e-08,1.037058e-08,8.843730e-09,8.557620e-09,9.116203e-09,1.000277e-08,1.125928e-08,1.057065e-08,8.215112e-09,8.831976e-09,1.109310e-08,9.755919e-09,8.470411e-09,1.073887e-08,1.136531e-08,9.606530e-09,9.627130e-09,1.029664e-08,8.854308e-09,1.109085e-08,9.890044e-09,1.021596e-08,1.081126e-08,1.109400e-08,8.386233e-09,9.541813e-09,7.908540e-09,7.025582e-09,8.833766e-09,9.949362e-09,9.831559e-09,8.863936e-09,1.064559e-08,9.052674e-09,9.490171e-09,9.845334e-09,8.993849e-09,9.321110e-09,8.710935e-09,9.189951e-09,1.130898e-08,1.212835e-08,1.046182e-08,9.554250e-09,
9.963431e-09,7.244125e-09,8.857291e-09,1.036494e-08,7.647197e-09,1.030017e-08,1.047539e-08,1.012481e-08,8.924483e-09,1.069413e-08,1.037714e-08,8.670369e-09,1.057700e-08,9.755730e-09,9.649905e-09,1.064827e-08,1.046594e-08,1.049509e-08,1.164300e-08,1.096673e-08,1.101821e-08,9.668476e-09,1.136640e-08,1.123216e-08,1.041158e-08,1.085092e-08,1.137147e-08,1.022457e-08,9.585391e-09,8.338136e-09,1.004298e-08,9.699700e-09,8.623923e-09,1.057208e-08,1.026696e-08,1.187245e-08,9.179419e-09,1.015006e-08,9.153077e-09,1.219107e-08,1.011086e-08,9.231732e-09,9.656557e-09,9.118218e-09,8.921610e-09,1.236305e-08,8.696205e-09,1.058871e-08,9.944863e-09,1.086542e-08,1.160029e-08,9.320425e-09,1.156598e-08,9.465541e-09,9.168336e-09,8.731075e-09,1.064870e-08,1.016964e-08,9.879863e-09,1.048446e-08,1.048224e-08,1.017048e-08,1.133488e-08,9.451154e-09,
